"","CNTYVTD.x","VTDKEY","Biden","Trump","CNTYVTD.y","VTD","vap","anglovap","nanglovap","FENAME"
"5686",2230016,5857,81,754,2230016,"0016",1215,1046,169,"HOPKINS"
"5687",2230017,5858,142,742,2230017,"0017",1380,1140,240,"HOPKINS"
"5688",2230020,5860,53,387,2230020,"0020",688,590,98,"HOPKINS"
"5689",2230023,5861,25,205,2230023,"0023",330,236,94,"HOPKINS"
"5690",2230024,5862,65,493,2230024,"0024",853,737,116,"HOPKINS"
"5691",2230025,5863,41,269,2230025,"0025",480,385,95,"HOPKINS"
"5692",2230036,5865,75,613,2230036,"0036",1123,967,156,"HOPKINS"
"5693",2250001,5868,290,469,2250001,"0001",1461,690,771,"HOUSTON"
"5694",2250002,5869,276,705,2250002,"0002",1637,1079,558,"HOUSTON"
"5695",2250003,5870,528,324,2250003,"0003",1843,618,1225,"HOUSTON"
"5696",2250004,5871,355,888,2250004,"0004",2275,1340,935,"HOUSTON"
"5697",2250005,5872,125,833,2250005,"0005",1513,1267,246,"HOUSTON"
"5698",2250006,5873,190,588,2250006,"0006",1340,908,432,"HOUSTON"
"5699",2250007,5874,67,573,2250007,"0007",977,762,215,"HOUSTON"
"5700",2250008,5875,44,245,2250008,"0008",390,347,43,"HOUSTON"
"5701",2250009,5876,22,341,2250009,"0009",462,401,61,"HOUSTON"
"5702",2250010,5877,39,177,2250010,"0010",301,240,61,"HOUSTON"
"5703",2250011,5878,12,93,2250011,"0011",135,105,30,"HOUSTON"
"5704",2250012,5879,15,91,2250012,"0012",139,113,26,"HOUSTON"
"5705",2250014,5880,20,168,2250014,"0014",257,220,37,"HOUSTON"
"5706",2250015,5881,42,155,2250015,"0015",244,187,57,"HOUSTON"
"5707",2250016,5882,17,204,2250016,"0016",329,277,52,"HOUSTON"
"5708",2250017,5883,11,220,2250017,"0017",2762,979,1783,"HOUSTON"
"5709",2250018,5884,41,90,2250018,"0018",143,90,53,"HOUSTON"
"5710",2250019,5885,106,374,2250019,"0019",729,572,157,"HOUSTON"
"5711",2250020,5886,13,154,2250020,"0020",241,212,29,"HOUSTON"
"5712",2250021,5887,58,209,2250021,"0021",370,274,96,"HOUSTON"
"5713",2250022,5888,43,159,2250022,"0022",338,236,102,"HOUSTON"
"5714",2270011,5889,237,308,2270011,"0011",2258,604,1654,"HOWARD"
"5715",2270012,5890,167,178,2270012,"0012",1093,239,854,"HOWARD"
"5716",2270013,5891,80,152,2270013,"0013",5133,751,4382,"HOWARD"
"5717",2270014,5892,20,80,2270014,"0014",364,115,249,"HOWARD"
"5718",2270016,5893,26,60,2270016,"0016",333,136,197,"HOWARD"
"5719",2270024,5894,65,275,2270024,"0024",436,352,84,"HOWARD"
"5720",2270025,5895,177,641,2270025,"0025",1281,822,459,"HOWARD"
"5721",2270026,5896,52,171,2270026,"0026",534,264,270,"HOWARD"
"5722",2270032,5897,18,49,2270032,"0032",226,130,96,"HOWARD"
"5723",2270033,5898,215,754,2270033,"0033",2076,1187,889,"HOWARD"
"5724",2270034,5899,236,647,2270034,"0034",2114,1326,788,"HOWARD"
"5725",2270035,5900,38,154,2270035,"0035",599,303,296,"HOWARD"
"5726",2270037,5901,0,0,2270037,"0037",0,0,0,"HOWARD"
"5727",2270042,5902,84,207,2270042,"0042",929,365,564,"HOWARD"
"5728",2270045,5903,114,473,2270045,"0045",1082,648,434,"HOWARD"
"5729",2270046,5904,152,369,2270046,"0046",1591,640,951,"HOWARD"
"5730",2270103,5905,16,90,2270103,"0103",257,132,125,"HOWARD"
"5731",2270104,5906,4,85,2270104,"0104",165,100,65,"HOWARD"
"5732",2270105,5907,0,0,2270105,"0105",0,0,0,"HOWARD"
"5733",2270205,5909,79,899,2270205,"0205",1384,1118,266,"HOWARD"
"5734",2270207,5910,45,617,2270207,"0207",1175,913,262,"HOWARD"
"5735",2270208,5911,0,0,2270208,"0208",2,0,2,"HOWARD"
"5736",2270209,5912,0,0,2270209,"0209",0,0,0,"HOWARD"
"5737",2270304,5913,42,355,2270304,"0304",748,484,264,"HOWARD"
"5738",2270404,5914,66,381,2270404,"0404",777,514,263,"HOWARD"
"5739",2270405,5915,21,201,2270405,"0405",490,357,133,"HOWARD"
"5740",2270408,5916,3,39,2270408,"0408",52,45,7,"HOWARD"
"5741",2270409,5917,23,333,2270409,"0409",649,470,179,"HOWARD"
"5742",2290001,5920,133,301,2290001,"0001",1396,715,681,"HUDSPETH"
"5743",2290002,5921,72,111,2290002,"0002",381,17,364,"HUDSPETH"
"5744",2290004,5922,72,174,2290004,"0004",460,204,256,"HUDSPETH"
"5745",2310101,5925,121,719,2310101,"0101",1327,1070,257,"HUNT"
"5746",2310102,5926,61,263,2310102,"0102",568,468,100,"HUNT"
"5747",2310103,5927,80,450,2310103,"0103",818,671,147,"HUNT"
"5748",2310104,5928,124,577,2310104,"0104",1155,798,357,"HUNT"
"5749",2310105,5929,141,305,2310105,"0105",1265,648,617,"HUNT"
"5750",2310106,5930,492,723,2310106,"0106",3363,1941,1422,"HUNT"
"5751",2310107,5931,572,1352,2310107,"0107",3878,2789,1089,"HUNT"
"5752",2310108,5932,343,587,2310108,"0108",2454,1371,1083,"HUNT"
"5753",2310109,5933,144,761,2310109,"0109",1626,1230,396,"HUNT"
"5754",2310110,5934,111,392,2310110,"0110",1216,711,505,"HUNT"
"5755",2310111,5935,132,336,2310111,"0111",1031,679,352,"HUNT"
"5756",2310212,5936,84,285,2310212,"0212",554,406,148,"HUNT"
"5757",2310213,5937,86,632,2310213,"0213",1131,909,222,"HUNT"
"5758",2310216,5938,249,1197,2310216,"0216",2236,1648,588,"HUNT"
"5759",2310217,5939,195,940,2310217,"0217",1726,1446,280,"HUNT"
"5760",2310318,5940,61,457,2310318,"0318",830,683,147,"HUNT"
"5761",2310319,5941,181,1110,2310319,"0319",2115,1813,302,"HUNT"
"5762",2310320,5942,280,1258,2310320,"0320",3738,3026,712,"HUNT"
"5763",2310321,5943,163,810,2310321,"0321",2039,1732,307,"HUNT"
"5764",2310322,5944,102,585,2310322,"0322",1834,1332,502,"HUNT"
"5765",2310323,5945,315,1698,2310323,"0323",3060,2595,465,"HUNT"
"5766",2310324,5946,467,1410,2310324,"0324",3079,2303,776,"HUNT"
"5767",2310325,5947,452,1563,2310325,"0325",2887,2397,490,"HUNT"
"5768",2310426,5948,73,264,2310426,"0426",731,566,165,"HUNT"
"5769",2310427,5949,767,842,2310427,"0427",5408,2885,2523,"HUNT"
"5770",2310428,5950,484,760,2310428,"0428",3298,1885,1413,"HUNT"
"5771",2310429,5951,72,242,2310429,"0429",361,341,20,"HUNT"
"5772",2310430,5952,137,266,2310430,"0430",940,592,348,"HUNT"
"5773",2310431,5953,101,259,2310431,"0431",613,361,252,"HUNT"
"5774",2310432,5954,172,994,2310432,"0432",1900,1514,386,"HUNT"
"5775",2310433,5955,741,366,2310433,"0433",4479,1107,3372,"HUNT"
"5776",2310434,5956,147,843,2310434,"0434",1466,1219,247,"HUNT"
"5777",2330011,5961,123,1080,2330011,"0011",1932,1421,511,"HUTCHINSON"
"5778",2330014,5962,147,1105,2330014,"0014",1764,1486,278,"HUTCHINSON"
"5779",2330021,5963,199,2128,2330021,"0021",3291,2793,498,"HUTCHINSON"
"5780",2330023,5964,46,398,2330023,"0023",780,546,234,"HUTCHINSON"
"5781",2330031,5965,105,1102,2330031,"0031",1722,1416,306,"HUTCHINSON"
"5782",2330033,5966,108,765,2330033,"0033",2099,1251,848,"HUTCHINSON"
"5783",2330041,5967,5,49,2330041,"0041",63,50,13,"HUTCHINSON"
"5784",2330042,5968,232,1054,2330042,"0042",3779,1954,1825,"HUTCHINSON"
"5785",2350100,5969,32,177,2350100,"0100",274,177,97,"IRION"
"5786",2350200,5970,33,193,2350200,"0200",310,244,66,"IRION"
"5787",2350300,5971,20,147,2350300,"0300",291,210,81,"IRION"
"5788",2350400,5972,35,246,2350400,"0400",309,251,58,"IRION"
"5789",2370001,5973,71,675,2370001,"0001",2395,1505,890,"JACK"
"5790",2370002,5974,71,738,2370002,"0002",1235,1099,136,"JACK"
"5791",2370003,5975,17,140,2370003,"0003",204,149,55,"JACK"
"5792",2370004,5976,56,592,2370004,"0004",753,654,99,"JACK"
"5793",2370005,5977,31,476,2370005,"0005",619,562,57,"JACK"
"5794",2370006,5978,85,797,2370006,"0006",1443,1166,277,"JACK"
"5795",2390001,5979,330,1094,2390001,"0001",2859,1494,1365,"JACKSON"
"5796",2390002,5980,189,1327,2390002,"0002",2789,1599,1190,"JACKSON"
"5797",2390003,5981,206,1073,2390003,"0003",2154,1494,660,"JACKSON"
"5798",2390004,5982,36,208,2390004,"0004",433,321,112,"JACKSON"
"5799",2390005,5983,56,384,2390005,"0005",700,466,234,"JACKSON"
"5800",2390006,5984,87,310,2390006,"0006",1010,468,542,"JACKSON"
"5801",2390007,5985,16,80,2390007,"0007",127,107,20,"JACKSON"
"5802",2390008,5986,45,326,2390008,"0008",626,449,177,"JACKSON"
"5803",2390009,5987,68,429,2390009,"0009",642,501,141,"JACKSON"
"5804",2410001,5988,9,29,2410001,"0001",54,47,7,"JASPER"
"5805",2410002,5989,44,488,2410002,"0002",667,623,44,"JASPER"
"5806",2410003,5990,119,688,2410003,"0003",1136,981,155,"JASPER"
"5807",2410004,5991,64,458,2410004,"0004",701,666,35,"JASPER"
"5808",2410005,5992,13,102,2410005,"0005",151,122,29,"JASPER"
"5809",2410006,5993,238,513,2410006,"0006",1516,815,701,"JASPER"
"5810",2410007,5994,198,254,2410007,"0007",1384,570,814,"JASPER"
"5811",2410008,5995,276,324,2410008,"0008",1188,550,638,"JASPER"
"5812",2410009,5996,125,1268,2410009,"0009",2113,1933,180,"JASPER"
"5813",2410010,5997,105,1126,2410010,"0010",2169,1949,220,"JASPER"
"5814",2410011,5998,34,268,2410011,"0011",462,410,52,"JASPER"
"5815",2410012,5999,63,351,2410012,"0012",717,544,173,"JASPER"
"5816",2410013,6000,75,295,2410013,"0013",519,378,141,"JASPER"
"5817",2410014,6001,288,1372,2410014,"0014",2956,2379,577,"JASPER"
"5818",2410015,6002,191,1696,2410015,"0015",2879,2549,330,"JASPER"
"5819",2410016,6003,9,189,2410016,"0016",399,367,32,"JASPER"
"5820",2410017,6004,51,961,2410017,"0017",1157,1081,76,"JASPER"
"5821",2410019,6005,302,1177,2410019,"0019",1966,1438,528,"JASPER"
"5822",2410020,6006,400,359,2410020,"0020",1525,597,928,"JASPER"
"5823",2410021,6007,350,624,2410021,"0021",1880,1006,874,"JASPER"
"5824",2430001,6008,129,183,2430001,"0001",436,355,81,"JEFF DAVIS"
"5825",2430002,6009,125,177,2430002,"0002",405,221,184,"JEFF DAVIS"
"5826",2430003,6010,127,221,2430003,"0003",403,261,142,"JEFF DAVIS"
"5827",2430004,6011,45,90,2430004,"0004",240,133,107,"JEFF DAVIS"
"5828",2430005,6012,75,113,2430005,"0005",227,194,33,"JEFF DAVIS"
"5829",2450001,6013,859,101,2450001,"0001",2393,233,2160,"JEFFERSON"
"5830",2450002,6014,468,113,2450002,"0002",1252,222,1030,"JEFFERSON"
"5831",2450003,6015,999,60,2450003,"0003",2547,116,2431,"JEFFERSON"
"5832",2450004,6016,437,660,2450004,"0004",1676,1226,450,"JEFFERSON"
"5833",2450005,6017,562,462,2450005,"0005",1905,764,1141,"JEFFERSON"
"5834",2450006,6018,494,224,2450006,"0006",1892,462,1430,"JEFFERSON"
"5835",2450007,6019,530,342,2450007,"0007",1959,781,1178,"JEFFERSON"
"5836",2450008,6020,333,32,2450008,"0008",941,111,830,"JEFFERSON"
"5837",2450009,6021,456,2347,2450009,"0009",4155,3141,1014,"JEFFERSON"
"5838",2450010,6022,268,66,2450010,"0010",1226,255,971,"JEFFERSON"
"5839",2450011,6023,167,39,2450011,"0011",820,317,503,"JEFFERSON"
"5840",2450012,6024,257,16,2450012,"0012",525,29,496,"JEFFERSON"
"5841",2450013,6025,196,11,2450013,"0013",360,7,353,"JEFFERSON"
"5842",2450014,6026,704,60,2450014,"0014",2092,83,2009,"JEFFERSON"
"5843",2450015,6027,592,105,2450015,"0015",2025,133,1892,"JEFFERSON"
"5844",2450016,6028,188,39,2450016,"0016",815,58,757,"JEFFERSON"
"5845",2450017,6029,1048,731,2450017,"0017",3216,1268,1948,"JEFFERSON"
"5846",2450018,6030,986,32,2450018,"0018",1896,54,1842,"JEFFERSON"
"5847",2450019,6031,738,77,2450019,"0019",2124,131,1993,"JEFFERSON"
"5848",2450020,6032,541,65,2450020,"0020",1901,216,1685,"JEFFERSON"
"5849",2450021,6033,64,103,2450021,"0021",5944,2229,3715,"JEFFERSON"
"5850",2450022,6034,1032,649,2450022,"0022",3238,1163,2075,"JEFFERSON"
"5851",2450023,6035,1099,370,2450023,"0023",2307,610,1697,"JEFFERSON"
"5852",2450024,6036,80,299,2450024,"0024",487,346,141,"JEFFERSON"
"5853",2450025,6037,362,1277,2450025,"0025",2737,1963,774,"JEFFERSON"
"5854",2450026,6038,827,1142,2450026,"0026",3131,1718,1413,"JEFFERSON"
"5855",2450027,6039,492,402,2450027,"0027",1811,698,1113,"JEFFERSON"
"5856",2450028,6040,385,217,2450028,"0028",924,311,613,"JEFFERSON"
"5857",2450029,6041,177,1323,2450029,"0029",2052,1640,412,"JEFFERSON"
"5858",2450030,6042,90,770,2450030,"0030",1284,1111,173,"JEFFERSON"
"5859",2450031,6043,112,820,2450031,"0031",1402,1148,254,"JEFFERSON"
"5860",2450032,6044,39,164,2450032,"0032",304,239,65,"JEFFERSON"
"5861",2450033,6045,467,994,2450033,"0033",4289,2010,2279,"JEFFERSON"
"5862",2450034,6046,1005,57,2450034,"0034",1581,92,1489,"JEFFERSON"
"5863",2450035,6047,111,578,2450035,"0035",1692,1083,609,"JEFFERSON"
"5864",2450036,6048,220,860,2450036,"0036",2121,1631,490,"JEFFERSON"
"5865",2450037,6049,362,1366,2450037,"0037",2918,2297,621,"JEFFERSON"
"5866",2450038,6050,244,1320,2450038,"0038",2440,2026,414,"JEFFERSON"
"5867",2450039,6051,1049,47,2450039,"0039",2032,70,1962,"JEFFERSON"
"5868",2450040,6052,354,1728,2450040,"0040",3441,2768,673,"JEFFERSON"
"5869",2450041,6053,26,82,2450041,"0041",218,162,56,"JEFFERSON"
"5870",2450042,6054,335,1371,2450042,"0042",2682,2101,581,"JEFFERSON"
"5871",2450043,6055,356,1253,2450043,"0043",3059,2074,985,"JEFFERSON"
"5872",2450044,6056,259,191,2450044,"0044",1112,241,871,"JEFFERSON"
"5873",2450045,6057,432,254,2450045,"0045",2206,370,1836,"JEFFERSON"
"5874",2450046,6058,416,215,2450046,"0046",2139,293,1846,"JEFFERSON"
"5875",2450047,6059,518,264,2450047,"0047",2374,382,1992,"JEFFERSON"
"5876",2450048,6060,366,94,2450048,"0048",1991,103,1888,"JEFFERSON"
"5877",2450049,6061,167,83,2450049,"0049",1123,76,1047,"JEFFERSON"
"5878",2450050,6062,1035,275,2450050,"0050",3320,210,3110,"JEFFERSON"
"5879",2450051,6063,181,34,2450051,"0051",666,31,635,"JEFFERSON"
"5880",2450052,6064,258,14,2450052,"0052",528,16,512,"JEFFERSON"
"5881",2450053,6065,687,71,2450053,"0053",1706,90,1616,"JEFFERSON"
"5882",2450054,6066,270,12,2450054,"0054",521,36,485,"JEFFERSON"
"5883",2450055,6067,207,10,2450055,"0055",368,9,359,"JEFFERSON"
"5884",2450056,6068,465,1922,2450056,"0056",3651,2748,903,"JEFFERSON"
"5885",2450057,6069,395,15,2450057,"0057",811,20,791,"JEFFERSON"
"5886",2450058,6070,45,329,2450058,"0058",616,481,135,"JEFFERSON"
"5887",2450059,6071,552,18,2450059,"0059",1225,23,1202,"JEFFERSON"
"5888",2450060,6072,446,1705,2450060,"0060",4319,2864,1455,"JEFFERSON"
"5889",2450061,6073,410,668,2450061,"0061",2950,1110,1840,"JEFFERSON"
"5890",2450062,6074,695,1228,2450062,"0062",2864,2027,837,"JEFFERSON"
"5891",2450063,6075,726,39,2450063,"0063",1282,68,1214,"JEFFERSON"
"5892",2450064,6076,387,107,2450064,"0064",854,207,647,"JEFFERSON"
"5893",2450065,6077,426,963,2450065,"0065",1842,1425,417,"JEFFERSON"
"5894",2450066,6078,248,784,2450066,"0066",1582,1147,435,"JEFFERSON"
"5895",2450067,6079,1134,156,2450067,"0067",2904,328,2576,"JEFFERSON"
"5896",2450068,6080,767,853,2450068,"0068",2720,1494,1226,"JEFFERSON"
"5897",2450069,6081,552,1668,2450069,"0069",4127,2775,1352,"JEFFERSON"
"5898",2450070,6082,871,538,2450070,"0070",3330,836,2494,"JEFFERSON"
"5899",2450071,6083,35,159,2450071,"0071",291,189,102,"JEFFERSON"
"5900",2450072,6084,1675,1090,2450072,"0072",6052,2367,3685,"JEFFERSON"
"5901",2450073,6085,625,1142,2450073,"0073",2323,1555,768,"JEFFERSON"
"5902",2450074,6086,299,1689,2450074,"0074",3201,2520,681,"JEFFERSON"
"5903",2450075,6087,370,63,2450075,"0075",1205,224,981,"JEFFERSON"
"5904",2450076,6088,375,87,2450076,"0076",2158,260,1898,"JEFFERSON"
"5905",2450077,6089,691,49,2450077,"0077",1803,89,1714,"JEFFERSON"
"5906",2450078,6090,761,435,2450078,"0078",2203,676,1527,"JEFFERSON"
"5907",2450079,6091,630,886,2450079,"0079",2278,1280,998,"JEFFERSON"
"5908",2450080,6092,6,2,2450080,"0080",306,238,68,"JEFFERSON"
"5909",2450081,6093,406,17,2450081,"0081",834,10,824,"JEFFERSON"
"5910",2450082,6094,942,559,2450082,"0082",4408,1231,3177,"JEFFERSON"
"5911",2450083,6095,147,703,2450083,"0083",1463,1146,317,"JEFFERSON"
"5912",2450084,6096,505,29,2450084,"0084",1001,45,956,"JEFFERSON"
"5913",2450085,6097,732,108,2450085,"0085",1429,328,1101,"JEFFERSON"
"5914",2450086,6098,419,394,2450086,"0086",2302,1117,1185,"JEFFERSON"
"5915",2450087,6099,570,95,2450087,"0087",1504,200,1304,"JEFFERSON"
"5916",2450088,6100,518,227,2450088,"0088",1639,564,1075,"JEFFERSON"
"5917",2450089,6101,175,71,2450089,"0089",900,216,684,"JEFFERSON"
"5918",2450090,6102,47,77,2450090,"0090",60,14,46,"JEFFERSON"
"5919",2450091,6103,65,498,2450091,"0091",689,586,103,"JEFFERSON"
"5920",2450092,6104,293,617,2450092,"0092",1337,841,496,"JEFFERSON"
"5921",2450093,6105,316,89,2450093,"0093",1439,202,1237,"JEFFERSON"
"5922",2450094,6106,512,1034,2450094,"0094",2069,1378,691,"JEFFERSON"
"5923",2450095,6107,147,252,2450095,"0095",843,374,469,"JEFFERSON"
"5924",2450096,6108,206,53,2450096,"0096",829,90,739,"JEFFERSON"
"5925",2450097,6109,115,27,2450097,"0097",515,178,337,"JEFFERSON"
"5926",2450098,6110,132,275,2450098,"0098",963,444,519,"JEFFERSON"
"5927",2450099,6111,304,105,2450099,"0099",1255,459,796,"JEFFERSON"
"5928",2450100,6112,972,1220,2450100,"0100",3304,1712,1592,"JEFFERSON"
"5929",2450101,6113,9,13,2450101,"0101",14,10,4,"JEFFERSON"
"5930",2450102,6114,0,1,2450102,"0102",3717,851,2866,"JEFFERSON"
"5931",2450103,6115,40,172,2450103,"0103",329,270,59,"JEFFERSON"
"5932",2450104,6116,8,48,2450104,"0104",72,59,13,"JEFFERSON"
"5933",2470001,6117,318,219,2470001,"0001",856,64,792,"JIM HOGG"
"5934",2470002,6118,315,211,2470002,"0002",869,103,766,"JIM HOGG"
"5935",2470003,6119,267,206,2470003,"0003",884,100,784,"JIM HOGG"
"5936",2470004,6120,290,193,2470004,"0004",905,68,837,"JIM HOGG"
"5937",2470005,6121,7,4,2470005,"0005",2,0,2,"JIM HOGG"
"5938",2490001,6122,135,86,2490001,"0001",814,138,676,"JIM WELLS"
"5939",2490002,6123,85,264,2490002,"0002",649,283,366,"JIM WELLS"
"5940",2490003,6124,166,666,2490003,"0003",1148,645,503,"JIM WELLS"
"5941",2490004,6125,321,406,2490004,"0004",1345,182,1163,"JIM WELLS"
"5942",2490005,6126,80,65,2490005,"0005",239,27,212,"JIM WELLS"
"5943",2490006,6127,303,254,2490006,"0006",1348,141,1207,"JIM WELLS"
"5944",2490007,6128,635,898,2490007,"0007",3002,780,2222,"JIM WELLS"
"5945",2490008,6129,489,1529,2490008,"0008",3987,1671,2316,"JIM WELLS"
"5946",2490009,6130,179,163,2490009,"0009",921,118,803,"JIM WELLS"
"5947",2490010,6131,635,391,2490010,"0010",2547,149,2398,"JIM WELLS"
"5948",2490011,6132,243,234,2490011,"0011",910,99,811,"JIM WELLS"
"5949",2490012,6133,585,506,2490012,"0012",2543,415,2128,"JIM WELLS"
"5950",2490013,6134,149,80,2490013,"0013",595,20,575,"JIM WELLS"
"5951",2490014,6135,45,84,2490014,"0014",201,44,157,"JIM WELLS"
"5952",2490015,6136,424,455,2490015,"0015",1877,271,1606,"JIM WELLS"
"5953",2490016,6137,274,146,2490016,"0016",1031,80,951,"JIM WELLS"
"5954",2490017,6138,464,413,2490017,"0017",1572,207,1365,"JIM WELLS"
"5955",2490018,6139,107,127,2490018,"0018",489,51,438,"JIM WELLS"
"5956",2490019,6140,42,165,2490019,"0019",452,168,284,"JIM WELLS"
"5957",2490020,6141,254,115,2490020,"0020",862,52,810,"JIM WELLS"
"5958",2490022,6142,504,406,2490022,"0022",2098,154,1944,"JIM WELLS"
"5959",2510001,6143,44,258,2510001,"0001",447,346,101,"JOHNSON"
"5960",2510002,6144,415,1596,2510002,"0002",3898,2952,946,"JOHNSON"
"5961",2510003,6145,395,1205,2510003,"0003",2774,2186,588,"JOHNSON"
"5962",2510004,6146,660,1783,2510004,"0004",4639,3708,931,"JOHNSON"
"5963",2510005,6147,449,1482,2510005,"0005",2990,2313,677,"JOHNSON"
"5964",2510006,6148,70,338,2510006,"0006",509,430,79,"JOHNSON"
"5965",2510007,6149,467,1548,2510007,"0007",2912,2404,508,"JOHNSON"
"5966",2510008,6150,834,1230,2510008,"0008",5190,2348,2842,"JOHNSON"
"5967",2510009,6151,106,690,2510009,"0009",1278,1077,201,"JOHNSON"
"5968",2510010,6152,367,1157,2510010,"0010",3761,2169,1592,"JOHNSON"
"5969",2510011,6153,555,2223,2510011,"0011",4238,3396,842,"JOHNSON"
"5970",2510013,6156,335,1291,2510013,"0013",2941,2338,603,"JOHNSON"
"5971",2510014,6157,42,309,2510014,"0014",537,419,118,"JOHNSON"
"5972",2510015,6158,195,937,2510015,"0015",1709,1345,364,"JOHNSON"
"5973",2510016,6159,79,327,2510016,"0016",665,494,171,"JOHNSON"
"5974",2510017,6160,556,1553,2510017,"0017",6148,3801,2347,"JOHNSON"
"5975",2510018,6161,651,1911,2510018,"0018",5691,3974,1717,"JOHNSON"
"5976",2510019,6162,702,2381,2510019,"0019",4758,3729,1029,"JOHNSON"
"5977",2510020,6163,318,549,2510020,"0020",2570,1062,1508,"JOHNSON"
"5978",2510021,6164,189,994,2510021,"0021",2009,1656,353,"JOHNSON"
"5979",2510022,6165,688,1671,2510022,"0022",5921,3301,2620,"JOHNSON"
"5980",2510023,6166,251,1520,2510023,"0023",2923,2382,541,"JOHNSON"
"5981",2510024,6167,413,1620,2510024,"0024",4253,2894,1359,"JOHNSON"
"5982",2510025,6168,229,724,2510025,"0025",3148,1618,1530,"JOHNSON"
"5983",2510026,6169,159,1014,2510026,"0026",1676,1380,296,"JOHNSON"
"5984",2510027,6170,230,1551,2510027,"0027",2675,2216,459,"JOHNSON"
"5985",2510028,6171,272,1166,2510028,"0028",2336,1873,463,"JOHNSON"
"5986",2510029,6172,166,754,2510029,"0029",1378,1159,219,"JOHNSON"
"5987",2510030,6173,237,1574,2510030,"0030",2699,2198,501,"JOHNSON"
"5988",2510031,6174,186,869,2510031,"0031",2065,1553,512,"JOHNSON"
"5989",2510032,6175,517,1862,2510032,"0032",4479,3125,1354,"JOHNSON"
"5990",2510033,6176,386,1632,2510033,"0033",4033,2724,1309,"JOHNSON"
"5991",2510034,6177,411,1150,2510034,"0034",3015,2411,604,"JOHNSON"
"5992",2510035,6178,631,2416,2510035,"0035",4955,3744,1211,"JOHNSON"
"5993",2510036,6179,195,438,2510036,"0036",2274,973,1301,"JOHNSON"
"5994",2510037,6180,262,885,2510037,"0037",1737,1440,297,"JOHNSON"
"5995",2510038,6181,134,513,2510038,"0038",1337,874,463,"JOHNSON"
"5996",2510039,6182,418,1256,2510039,"0039",2910,2050,860,"JOHNSON"
"5997",2510040,6183,522,1410,2510040,"0040",3725,2724,1001,"JOHNSON"
"5998",2510041,6184,743,2471,2510041,"0041",4678,3717,961,"JOHNSON"
"5999",2510042,6185,731,1089,2510042,"0042",4187,2093,2094,"JOHNSON"
"6000",2510043,6186,665,986,2510043,"0043",3385,1409,1976,"JOHNSON"
"6001",2530001,6187,267,1048,2530001,"0001",2652,1547,1105,"JONES"
"6002",2530002,6188,296,1356,2530002,"0002",3099,2005,1094,"JONES"
"6003",2530003,6189,185,1733,2530003,"0003",7669,3826,3843,"JONES"
"6004",2530004,6190,251,1523,2530004,"0004",2767,2177,590,"JONES"
"6005",2550001,6191,265,665,2550001,"0001",1862,613,1249,"KARNES"
"6006",2550002,6192,15,117,2550002,"0002",169,144,25,"KARNES"
"6007",2550003,6193,5,108,2550003,"0003",127,104,23,"KARNES"
"6008",2550004,6194,207,506,2550004,"0004",3481,1053,2428,"KARNES"
"6009",2550005,6195,134,347,2550005,"0005",896,328,568,"KARNES"
"6010",2550006,6196,7,203,2550006,"0006",189,176,13,"KARNES"
"6011",2550007,6197,59,451,2550007,"0007",575,442,133,"KARNES"
"6012",2550008,6198,25,116,2550008,"0008",171,126,45,"KARNES"
"6013",2550009,6199,18,133,2550009,"0009",192,127,65,"KARNES"
"6014",2550010,6200,19,228,2550010,"0010",333,273,60,"KARNES"
"6015",2550011,6201,123,382,2550011,"0011",946,455,491,"KARNES"
"6016",2550012,6202,79,304,2550012,"0012",1364,418,946,"KARNES"
"6017",2550013,6203,2,28,2550013,"0013",51,25,26,"KARNES"
"6018",2550014,6204,253,331,2550014,"0014",1312,271,1041,"KARNES"
"6019",2550015,6205,23,49,2550015,"0015",187,59,128,"KARNES"
"6020",2570001,6206,687,1301,2570001,"0001",4558,2243,2315,"KAUFMAN"
"6021",2570002,6207,198,772,2570002,"0002",2066,1328,738,"KAUFMAN"
"6022",2570003,6208,676,1351,2570003,"0003",2878,1893,985,"KAUFMAN"
"6023",2570004,6209,401,1157,2570004,"0004",2214,1711,503,"KAUFMAN"
"6024",2570005,6210,879,367,2570005,"0005",3110,856,2254,"KAUFMAN"
"6025",2570006,6211,246,1245,2570006,"0006",2654,2039,615,"KAUFMAN"
"6026",2570007,6212,982,1050,2570007,"0007",3562,1885,1677,"KAUFMAN"
"6027",2570008,6213,483,797,2570008,"0008",3113,1474,1639,"KAUFMAN"
"6028",2570009,6214,280,1015,2570009,"0009",2197,1494,703,"KAUFMAN"
"6029",2570010,6215,260,1543,2570010,"0010",2946,2311,635,"KAUFMAN"
"6030",2570011,6216,434,1004,2570011,"0011",2493,1689,804,"KAUFMAN"
"6031",2570012,6217,219,1157,2570012,"0012",2562,1971,591,"KAUFMAN"
"6032",2570013,6218,1060,1209,2570013,"0013",4882,2496,2386,"KAUFMAN"
"6033",2570014,6219,996,1128,2570014,"0014",3490,1385,2105,"KAUFMAN"
"6034",2570015,6220,281,1595,2570015,"0015",3842,2933,909,"KAUFMAN"
"6035",2570016,6221,300,1755,2570016,"0016",3984,3296,688,"KAUFMAN"
"6036",2570017,6222,219,1136,2570017,"0017",1821,1544,277,"KAUFMAN"
"6037",2570018,6223,326,1454,2570018,"0018",2785,2182,603,"KAUFMAN"
