CNTYVTD,VTDKEY,Voter_Registration,Turnout,Spanish_Surname_Voter_Registration,Spanish_Surname_Turnout
"2010799",5008,1440,893,344,0.216459977452086
"2010800",5009,4285,2919,833,0.18589298123697
"2010801",5010,417,236,231,0.579831932773109
"2010802",5011,0,0,0,0
"2010803",5012,4782,3705,583,0.117149098853086
"2010804",5013,5173,3676,1335,0.248720021557532
"2010805",5014,2941,2251,242,0.0790513833992095
"2010806",5015,3078,2299,533,0.15921668795232
"2010807",5016,2173,1159,384,0.167429094236048
"2010808",5017,9,4,1,0.5
"2010809",5018,117,53,36,0.274509803921569
"2010810",5019,189,77,164,0.853333333333333
"2010811",5020,289,151,236,0.814569536423841
"2010812",5021,1,1,0,0
"2010813",5022,4504,3042,1414,0.299184339314845
"2010814",5023,2305,1380,291,0.166300366300366
"2010815",5024,0,0,0,0
"2010816",5025,64,25,44,0.769230769230769
"2010817",5026,2345,1767,325,0.125215393452039
"2010818",5027,732,358,230,0.345132743362832
"2010819",5028,212,149,8,0.036231884057971
"2010820",5029,1459,941,424,0.290491118077325
"2010821",5030,1312,588,512,0.34965034965035
"2010822",5031,1587,848,291,0.156286721504113
"2010823",5032,3326,2240,901,0.252475247524752
"2010824",5033,2565,1498,905,0.36551724137931
"2010825",5034,2724,1757,880,0.288826815642458
"2010826",5035,392,314,33,0.0806451612903226
"2010827",5036,1161,476,790,0.67948717948718
"2010828",5037,2039,1626,143,0.0684596577017115
"2010829",5038,116,63,13,0.145161290322581
"2010830",5039,83,83,7,0.0777777777777778
"2010831",5040,36,12,25,0.666666666666667
"2010832",5041,403,209,204,0.476415094339623
"2010833",5042,10,5,2,0.166666666666667
"2010834",5043,283,162,16,0.0384615384615385
"2010835",5044,365,198,298,0.793650793650794
"2010836",5045,305,180,69,0.178378378378378
"2010837",5046,92,76,2,0.0120481927710843
"2010838",5047,0,0,0,0
"2010839",5048,1259,724,257,0.208571428571429
"2010840",5049,1960,1256,594,0.283426741393114
"2010841",5050,4094,2558,1045,0.243854857588763
"2010842",5051,2785,1661,1026,0.381330079316657
"2010843",5052,1552,1027,525,0.304347826086957
"2010844",5053,3671,2860,357,0.100840336134454
"2010845",5054,264,218,34,0.127272727272727
"2010846",5055,370,169,146,0.388888888888889
"2010847",5056,2740,1728,767,0.252293577981651
"2010848",5057,1937,1332,504,0.242175856929955
"2010849",5058,2501,1486,1653,0.660174613834788
"2010850",5059,214,164,97,0.445121951219512
"2010851",5060,4430,3118,834,0.176792028286725
"2010852",5061,2294,1763,202,0.12800447177194
"2010853",5062,2811,2118,261,0.0927835051546392
"2010854",5063,179,81,79,0.435897435897436
"2010855",5064,1935,1468,298,0.138162307176392
"2010856",5065,0,0,0,0
"2010857",5066,0,0,0,0
"2010858",5067,373,206,24,0.0625
"2010859",5068,1008,619,348,0.311183144246353
"2010860",5069,2627,1896,410,0.177489177489178
"2010861",5070,2170,1250,448,0.207729468599034
"2010862",5071,4207,3180,634,0.14770206022187
"2010863",5072,576,319,67,0.105095541401274
"2010864",5073,2906,1494,1735,0.615333333333333
"2010865",5074,3210,2346,496,0.110629067245119
"2010866",5075,0,0,0,0
"2010867",5076,1273,741,393,0.389189189189189
"2010868",5077,2050,1143,1072,0.502712477396022
"2010869",5078,364,178,55,0.188235294117647
"2010870",5079,0,0,0,0
"2010871",5080,46,25,7,0.260869565217391
"2010872",5081,811,371,404,0.431754874651811
"2010873",5082,880,569,221,0.230088495575221
"2010874",5083,3354,2522,452,0.129988146977479
"2010875",5084,3965,2860,851,0.217839374555792
"2010876",5085,2388,1878,422,0.130320546505518
"2010877",5086,2463,1704,499,0.263817663817664
"2010878",5087,1585,1272,103,0.0595611285266458
"2010879",5088,3188,2081,1002,0.298391028766455
"2010880",5089,3024,2327,376,0.114297764656263
"2010881",5090,2924,1879,889,0.262493424513414
"2010882",5091,3568,2451,584,0.183265306122449
"2010883",5092,2948,1728,1125,0.372812135355893
"2010884",5093,433,237,84,0.171548117154812
"2010885",5094,3389,2511,650,0.179467084639498
"2010886",5095,1002,726,109,0.116343490304709
"2010887",5096,567,383,58,0.124338624338624
"2010888",5097,2533,1638,657,0.224366706875754
"2010889",5098,216,146,43,0.215277777777778
"2010890",5099,2321,1377,194,0.0864291129643669
"2010891",5100,1403,1052,141,0.0988700564971751
"2010892",5101,1537,1022,220,0.131474103585657
"2010893",5102,1607,1314,269,0.126479289940828
"2010894",5103,2790,1582,437,0.157894736842105
"2010895",5104,896,733,43,0.0445682451253482
"2010896",5105,1756,1424,119,0.0663302090843547
"2010897",5106,2219,1567,413,0.187459599224305
"2010898",5107,2259,1468,713,0.303176795580111
"2010899",5108,1361,1092,79,0.0576923076923077
"2010900",5109,15,10,9,0.6
"2010901",5110,3378,2662,916,0.164819449410082
"2010902",5111,3288,2643,405,0.124766529697422
"2010903",5112,2962,2158,476,0.140318906605923
"2010904",5113,0,0,0,0
"2010905",5114,1039,586,694,0.636206896551724
"2010906",5115,3363,2644,377,0.161023054755043
"2010907",5116,234,125,32,0.16260162601626
"2010908",5117,0,0,0,0
"2010909",5118,2500,1993,343,0.103532875368008
"2010910",5119,279,119,208,0.663865546218487
"2010911",5120,625,361,144,0.192090395480226
"2010912",5121,1608,1091,370,0.217391304347826
"2010913",5122,277,190,133,0.404371584699454
"2010914",5123,148,68,56,0.405797101449275
"2010915",5124,2898,2200,429,0.132352941176471
"2010916",5125,3858,3049,448,0.112209116990756
"2010917",5126,0,0,0,0
"2010918",5127,5,5,0,0
"2010919",5128,3175,2496,155,0.0560747663551402
"2010920",5129,302,216,61,0.110091743119266
"2010921",5130,291,209,52,0.113744075829384
"2010922",5131,0,0,0,0
"2010923",5132,4256,3441,458,0.100983796296296
"2010924",5133,0,0,0,0
"2010925",5134,0,0,0,0
"2010926",5135,2982,2100,610,0.1689453125
"2010927",5136,3993,3135,787,0.167977351368355
"2010928",5137,56,45,4,0.0444444444444444
"2010929",5138,0,0,0,0
"2010930",5139,637,331,239,0.342342342342342
"2010931",5140,129,102,10,0.0980392156862745
"2010932",5141,0,0,0,0
"2010933",5142,831,566,69,0.0941385435168739
"2010934",5143,104,46,7,0.325
"2010935",5144,2831,1685,506,0.154595252586732
"2010936",5145,104,56,56,0.470588235294118
"2010937",5146,2659,1985,254,0.0947204968944099
"2010938",5147,290,135,118,0.371428571428571
"2010939",5148,0,0,0,0
"2010940",5149,26,13,5,0.0769230769230769
"2010941",5150,1146,731,187,0.161111111111111
"2010942",5151,361,159,249,0.761006289308176
"2010943",5152,724,332,282,0.406940063091483
"2010944",5153,125,55,48,0.763636363636364
"2010945",5154,100,44,71,0.75
"2010946",5155,686,479,192,0.264583333333333
"2010947",5156,850,682,92,0.11611030478955
"2010948",5157,697,503,98,0.119521912350598
"2010949",5158,1355,864,247,0.106132075471698
"2010950",5159,0,0,0,0
"2010951",5160,366,234,151,0.409282700421941
"2010952",5161,616,378,227,0.307486631016043
"2010953",5162,630,383,316,0.415789473684211
"2010954",5163,1000,576,246,0.305699481865285
"2010955",5164,2558,2062,238,0.0902474526928675
"2010956",5165,2374,1369,761,0.305676855895196
"2010957",5166,609,408,128,0.224691358024691
"2010958",5167,1899,1074,659,0.333333333333333
"2010959",5168,0,0,0,0
"2010960",5169,1918,1333,288,0.161434977578475
"2010961",5170,1870,1058,662,0.336782690498589
"2010962",5171,173,69,21,0.0909090909090909
"2010963",5172,889,561,423,0.485568760611205
"2010964",5173,2339,1861,433,0.182895414734673
"2010965",5174,371,193,104,0.27807486631016
"2010966",5175,1451,707,402,0.260115606936416
"2010967",5176,2213,1272,814,0.301251956181534
"2010968",5177,2471,1837,537,0.193986420950533
"2010969",5178,630,421,17,0.0208816705336427
"2010970",5179,942,399,281,0.19280205655527
"2010971",5180,477,349,165,0.188034188034188
"2010972",5181,2904,2382,206,0.079091291543963
"2010973",5182,1209,894,249,0.154867256637168
"2010974",5183,1791,1127,477,0.342931937172775
"2010975",5184,189,147,40,0.197278911564626
"2010976",5185,824,408,434,0.468827930174564
"2010977",5186,1436,784,605,0.402813299232737
"2010978",5187,187,138,49,0.144927536231884
"2010979",5188,0,0,0,0
"2010980",5189,1412,1114,122,0.0917347865576748
"2010981",5190,47,31,0,0.103448275862069
"2010982",5191,3062,2481,471,0.127965772073123
"2010983",5192,3882,2910,779,0.168930686172065
"2010984",5193,255,119,53,0.222222222222222
"2010985",5194,314,247,37,0.129707112970711
"2010986",5195,665,324,179,0.185897435897436
"2010987",5196,1245,703,395,0.264450867052023
"2010988",5197,2752,1998,373,0.130585898709037
"2010989",5198,3,1,1,0
"2010990",5199,73,39,36,0.435897435897436
"2010991",5200,2971,2261,671,0.204654895666132
"2010992",5201,1185,713,405,0.298444130127298
"2010993",5202,0,0,0,0
"2010994",5203,2578,1664,188,0.0876002467612585
"2010995",5204,2089,1406,454,0.201544943820225
"2010996",5205,767,544,232,0.284936479128857
"2010997",5206,2086,895,174,0.0613931523022432
"2010998",5207,7,5,0,0.4
"2010999",5208,0,0,0,0
"2011000",5209,441,226,160,0.383177570093458
"2011001",5210,1757,966,418,0.227368421052632
"2011002",5211,1163,544,398,0.248106060606061
"2011003",5212,267,133,34,0.134328358208955
"2011004",5213,775,589,201,0.221843003412969
"2011005",5214,0,0,0,0
"2011006",5215,1459,1011,99,0.130604288499025
"2011007",5216,2216,1344,589,0.24625748502994
"2011008",5217,1338,993,143,0.0936883629191322
"2011009",5218,315,182,106,0.233333333333333
"2011010",5219,1210,805,446,0.341317365269461
"2011011",5220,44,26,25,0.24
"2011012",5221,1910,1139,839,0.419268510258698
"2011013",5222,0,0,0,0
"2011014",5223,0,0,0,0
"2011015",5224,0,0,0,0
"2011016",5225,3713,2743,519,0.108236151603499
"2011017",5226,339,206,172,0.357843137254902
"2011018",5227,0,0,0,0
"2011019",5228,369,183,140,0.197802197802198
"2011020",5229,1491,970,458,0.240161453077699
"2011021",5230,1119,722,251,0.358059914407989
"2011022",5231,2463,1854,354,0.133261105092091
"2011023",5232,868,510,475,0.454545454545455
"2011024",5233,401,283,51,0.111913357400722
"2011025",5234,806,620,158,0.189406099518459
"2011026",5235,1903,1094,936,0.493333333333333
"2011027",5236,566,400,132,0.178217821782178
"2011028",5237,3532,2543,658,0.201331766549158
"2011029",5238,2712,2017,254,0.0871080139372822
"2011030",5239,383,180,241,0.668571428571429
"2011031",5240,2254,1367,701,0.183345507669832
"2011032",5241,300,193,38,0.16580310880829
"2011033",5242,684,440,68,0.161731207289294
"2011034",5243,1671,1049,583,0.343269230769231
"2011035",5244,72,51,6,0.14
"2011036",5245,44,31,3,0.161290322580645
"2011037",5246,2837,1742,476,0.173463526708788
"2011038",5247,2439,1965,388,0.15966796875
"2011039",5248,0,0,0,0
"2011040",5249,1328,816,580,0.369402985074627
"2011041",5250,921,638,142,0.170846394984326
"2011042",5251,2128,1393,588,0.211440984793628
"2011043",5252,2289,1620,359,0.154556650246305
"2011044",5253,254,161,99,0.30625
"2011045",5254,812,515,124,0.309477756286267
"2011046",5255,1274,834,451,0.416370106761566
"2011047",5256,1287,857,173,0.139671361502347
"2011048",5257,694,487,82,0.170431211498973
"2011049",5258,492,302,207,0.311864406779661
"2011050",5259,1097,627,58,0.1104
"2011051",5260,0,0,0,0
"2011052",5261,0,0,0,0
"2011053",5262,1240,769,300,0.217898832684825
"2011054",5263,3145,2116,407,0.1458432304038
"2011055",5264,3165,2524,423,0.127293577981651
"2011056",5265,3029,2419,496,0.13072937425269
"2011057",5266,9,6,7,0
"2011058",5267,295,197,54,0.17258883248731
"2011059",5268,1856,1231,778,0.301561216105177
"2011060",5269,3116,1611,398,0.146053449347421
"2011061",5270,2440,1258,419,0.143993635640414
"2011062",5271,2552,1721,889,0.31260894828588
"2011063",5272,2592,1658,1298,0.486043689320388
"2011064",5273,2890,2130,607,0.228571428571429
"2011065",5274,2657,2132,254,0.0826716487622606
"2011066",5275,13,6,1,0
"2011067",5276,1945,1199,273,0.188085106382979
"2011068",5277,2971,1868,833,0.193058568329718
"2011069",5278,0,0,0,0
"2011070",5279,276,117,215,0.793103448275862
"2011071",5280,3236,2072,931,0.253487253487253
"2011072",5281,1759,1070,327,0.235517568850902
"2011073",5282,0,0,0,0
"2011074",5283,1181,698,181,0.248538011695906
"2011075",5284,0,0,0,0
"2011076",5285,3284,2132,663,0.290719696969697
"2011077",5286,3118,2023,816,0.255917159763314
"2011078",5287,2349,1624,608,0.246323529411765
"2011079",5288,2487,1478,1138,0.418572418572419
"2011080",5289,1133,775,417,0.207474226804124
"2011081",5290,241,146,124,0.282758620689655
"2011082",5291,0,0,0,0
"2011083",5292,0,0,0,0
"2011084",5293,486,363,77,0.136111111111111
"2011085",5294,2372,1780,213,0.0709859154929577
"2011086",5295,4652,3472,842,0.170942554378137
"2011087",5296,2632,1778,273,0.111048158640227
"2011088",5297,740,492,268,0.271398747390397
"2011089",5298,6,3,4,0.333333333333333
"2011090",5299,528,367,131,0.371584699453552
"2011091",5300,2340,1618,739,0.368583797155226
"2011092",5301,1029,687,523,0.226277372262774
"2011093",5302,2020,1564,318,0.191886670959433
"2011094",5303,0,0,0,0
"2011095",5304,2740,1916,908,0.283213182286303
"2011096",5305,2847,2017,729,0.238349514563107
"2011097",5306,1438,896,266,0.184090909090909
"2011098",5307,2005,1179,664,0.255813953488372
"2011099",5308,6,3,4,0.333333333333333
"2011100",5309,760,447,235,0.240274599542334
"2011101",5310,1576,1248,87,0.095125786163522
"2011102",5311,3222,2266,726,0.175087108013937
"2011103",5312,1767,1085,454,0.31203007518797
"2011104",5313,2388,1760,510,0.171901770416905
"2011105",5314,198,100,5,0.193877551020408
"2011106",5315,1081,549,328,0.191369606003752
"2011107",5316,202,107,87,0.269230769230769
"2011108",5317,323,163,39,0.33125
"2011109",5318,75,58,5,0.103448275862069
"2011110",5319,1991,1545,180,0.0952994204764971
"2011111",5320,2380,1595,557,0.154235145385588
"2011112",5321,2361,1579,239,0.152813299232737
"2011113",5322,3064,1840,1133,0.467895030709101
"2011114",5323,2654,1574,485,0.156091370558376
"2011115",5324,573,408,171,0.197530864197531
"2011116",5325,1592,1217,533,0.354430379746835
"2011117",5326,2894,2083,590,0.188706563706564
"2011118",5327,3065,1750,516,0.173810921902525
"2011119",5328,8,3,4,0
"2011120",5329,1952,1472,447,0.231168831168831
"2011121",5330,443,166,203,0.221518987341772
"2011122",5331,2035,764,386,0.226648351648352
"2011123",5332,1558,1106,374,0.247763864042934
"2011124",5333,0,0,0,0
"2011125",5334,0,0,0,0
"2011126",5335,2127,1274,519,0.169047619047619
"2011127",5336,1342,803,185,0.165195460277427
"2011128",5337,3351,2529,454,0.126353790613718
"2011129",5338,0,0,0,0
"2011130",5339,736,436,332,0.378190255220418
"2011131",5340,357,269,22,0.0922509225092251
"2011132",5341,0,0,0,0
"2011133",5342,77,53,13,0.188679245283019
"2011134",5343,2880,2261,314,0.130453752181501
"2011135",5344,3280,2265,1058,0.262210796915167
"2011136",5345,3255,2095,812,0.264997638167218
"2011137",5346,2459,1581,631,0.260651629072682
"2011138",5347,1516,1039,371,0.180943214629451
"2011139",5348,3206,1877,1140,0.372644049542272
"2011140",5349,237,155,28,0.234177215189873
"2011141",5350,0,0,0,0
"2011142",5351,405,306,28,0.0679611650485437
"2011143",5352,0,0,0,0
"2011144",5353,1623,1237,151,0.0815660685154976
"2011145",5354,3140,2525,321,0.0882818685669042
"2011146",5355,2463,1982,194,0.0893939393939394
"2011147",5356,68,47,50,0.166666666666667
"2011148",5357,1142,667,444,0.338368580060423
"2011149",5358,3171,2516,576,0.178802897445673
"2011150",5359,0,0,0,0
"2011151",5360,3150,2552,393,0.127554882664648
"2011152",5361,287,194,23,0.076530612244898
"2011153",5362,0,0,0,0
"2011154",5363,0,0,0,0
"2011155",5364,5,2,1,0
"2011156",5365,0,0,0,0
"2011157",5366,0,0,0,0
"2011158",5367,0,0,0,0
"2011159",5368,0,0,0,0
"2011160",5369,0,0,0,0
"2011161",5370,0,0,0,0
"2011162",5371,0,0,0,0
"2011163",5372,0,0,0,0
"2011164",5373,0,0,0,0
"2011165",5374,0,0,0,0
"2030001",5375,2185,1495,125,0.0427236315086782
"2030002",5376,2191,1100,176,0.0568499534016775
"2030003",5377,2775,1008,99,0.0280561122244489
"2030004",5378,1404,793,141,0.0555555555555556
"2030005",5379,1017,695,13,0.0112834978843441
"2030006",5380,1651,1164,28,0.0103806228373702
"2030007",5381,945,639,30,0.0233644859813084
"2030008",5382,2585,1846,120,0.0308539944903581
"2030009",5383,1610,1071,59,0.0175953079178886
"2030010",5384,1086,801,52,0.0433705080545229
"2030011",5385,558,352,27,0.0255681818181818
"2030012",5386,2810,1971,84,0.0257056451612903
"2030013",5387,2375,1806,96,0.034250421111735
"2030014",5388,1494,999,66,0.033033033033033
"2030015",5389,1177,839,18,0.00720288115246098
"2030016",5390,605,456,6,0.00649350649350649
"2030017",5391,1713,1080,84,0.0353817504655493
"2030018",5392,1927,1328,96,0.0460030165912519
"2030019",5393,3267,2175,173,0.0321543408360129
"2030020",5394,2819,1737,131,0.0463231036479444
"2030021",5395,782,538,22,0.0169491525423729
"2030022",5396,1874,1017,125,0.0566801619433198
"2030023",5397,558,447,8,0.0136239782016349
"2030024",5398,1043,695,27,0.0230547550432277
"2030025",5399,2820,2043,129,0.0294261893084846
"2030026",5400,2505,1755,67,0.0277149321266968
"2050101",5401,316,229,48,0.0892857142857143
"2050102",5402,377,279,64,0.0892857142857143
"2050201",5403,277,206,14,0.0303030303030303
"2050202",5404,799,565,84,0.070298769771529
"2050301",5405,727,543,60,0.0597014925373134
"2050401",5406,395,269,50,0.0855018587360595
"2070001",5407,423,299,63,0.111486486486486
"2070002",5408,668,454,120,0.115555555555556
"2070003",5409,624,376,160,0.152454780361757
"2070004",5410,297,186,60,0.149484536082474
"2070005",5411,374,233,68,0.128755364806867
"2070006",5412,339,229,49,0.134529147982063
"2070007",5413,112,76,28,0.09375
"2070008",5414,139,96,24,0.117021276595745
"2070009",5415,252,193,20,0.0491803278688525
"2070010",5416,142,111,14,0.036697247706422
"2090100",5417,0,0,0,0
"2090101",5418,0,0,0,0
"2090102",5419,0,0,0,0
"2090103",5420,0,0,0,0
"2090110",5421,2302,1591,938,0.413233458177278
"2090112",5422,2496,1487,1208,0.387251542152159
"2090113",5423,2810,1527,1346,0.453307392996109
"2090114",5424,1892,1138,882,0.457371225577265
"2090115",5425,2199,1390,764,0.348400556328234
"2090120",5426,1513,915,627,0.407692307692308
"2090121",5427,2485,1357,825,0.335502530730296
"2090122",5428,1284,690,429,0.348377997179126
"2090125",5429,1094,725,541,0.369357045143639
"2090128",5430,462,312,237,0.365695792880259
"2090132",5431,787,548,170,0.181488203266788
"2090134",5432,1634,1002,817,0.406847935548842
"2090136",5433,2541,1283,1451,0.528346456692913
"2090140",5434,3361,1743,1074,0.291164658634538
"2090141",5435,833,538,167,0.18348623853211
"2090142",5436,3782,1722,1049,0.275697211155378
"2090145",5437,1171,619,426,0.309904153354633
"2090200",5438,1,0,0,0
"2090203",5439,3192,2140,1278,0.397613365155131
"2090204",5440,1032,716,362,0.360433604336043
"2090205",5441,3290,2222,1132,0.323502304147465
"2090206",5442,2548,1730,961,0.375725900116144
"2090216",5443,185,148,105,0.231788079470199
"2090217",5444,30,16,12,0.25
"2090218",5445,17,10,12,0.444444444444444
"2090219",5446,593,420,274,0.28433734939759
"2090220",5447,3037,2287,484,0.156615661566157
"2090221",5448,2671,1857,684,0.238575982996812
"2090223",5449,2671,1741,1153,0.388016288539849
"2090225",5450,108,87,24,0.2
"2090227",5451,2707,1896,1062,0.348549946294307
"2090228",5452,1852,1449,662,0.323450134770889
"2090231",5453,3005,2177,1073,0.378504672897196
"2090252",5454,2323,1544,874,0.375483870967742
"2090253",5455,2679,1785,927,0.336405529953917
"2090254",5456,1908,1491,557,0.325916230366492
"2090314",5457,1838,1498,223,0.120106171201062
"2090315",5458,1981,1621,279,0.123464373464373
"2090316",5459,2452,1638,621,0.26625386996904
"2090317",5460,504,312,212,0.4
"2090319",5461,1747,1278,439,0.274760383386581
"2090320",5462,2122,1765,153,0.0518518518518519
"2090325",5463,607,483,151,0.202928870292887
"2090330",5464,284,195,61,0.175879396984925
"2090331",5465,808,553,127,0.178057553956835
"2090332",5466,3253,2097,608,0.185446009389671
"2090333",5467,2509,2085,102,0.0486746987951807
"2090335",5468,3560,2843,220,0.0494801003944066
"2090336",5469,2686,1840,508,0.185483870967742
"2090337",5470,3311,2680,182,0.0515231289958631
"2090338",5471,2374,1945,123,0.0455497382198953
"2090339",5472,1268,1041,107,0.0870406189555126
"2090340",5473,2127,1377,438,0.194385964912281
"2090342A",5474,1229,984,328,0.253937007874016
"2090342B",5475,38,36,0,0
"2090344",5476,3161,2558,138,0.0439688715953307
"2090347",5477,2440,1622,476,0.168615384615385
"2090351",5478,1884,992,526,0.309217046580773
"2090371",5479,2174,1738,477,0.232597623089983
"2090372",5480,165,87,56,0.313953488372093
"2090400",5481,0,0,0,0
"2090422",5482,1776,1270,452,0.237096774193548
"2090423A",5483,1886,1314,652,0.362296353762607
"2090423B",5484,0,0,0,0
"2090423C",5485,0,0,0,0
"2090424",5486,5014,2001,1003,0.197153945666235
"2090425",5487,856,681,156,0.197037037037037
"2090426",5488,2815,2248,420,0.138056312443233
"2090430",5489,1384,1109,149,0.105454545454545
"2090432",5490,2085,1668,345,0.170109356014581
"2090435",5491,939,2911,201,0.208418891170431
"2090436",5492,1541,1321,132,0.0800604229607251
"2090438",5493,511,450,45,0.0825892857142857
"2090440",5494,525,432,47,0.0537383177570093
"2090441",5495,2294,1868,141,0.0546832701678397
"2090442",5496,3035,2535,216,0.0691848906560636
"2090443",5497,2563,2157,226,0.078044193700047
"2090444",5498,2939,2428,175,0.0593220338983051
"2090445",5499,2256,1844,113,0.049917718047175
"2090446",5500,2392,1988,174,0.0743002544529262
"2090448",5501,1978,1631,104,0.0508684863523573
"2090449",5502,2056,1697,204,0.0619416319237641
"2090450A",5503,1248,1032,65,0.0637254901960784
"2090450B",5504,534,444,23,0.0639269406392694
"2090451",5505,1614,1363,115,0.0797317436661699
"2110101",5506,513,354,104,0.116809116809117
"2110201",5507,492,341,70,0.114035087719298
"2110202",5508,27,25,1,0.0476190476190476
"2110301",5509,592,465,65,0.0818965517241379
"2110302",5510,41,31,0,0
"2110303",5511,92,84,1,0
"2110401",5512,456,322,98,0.143302180685358
"2110402",5513,137,107,8,0.0467289719626168
"2130001",5514,874,591,117,0.0584905660377358
"2130002",5515,322,205,12,0.102702702702703
"2130003",5516,1661,792,333,0.164804469273743
"2130004",5517,1691,1180,108,0.0464895635673624
"213001A",5518,2251,1323,173,0.0586756077116513
"213001M",5519,2318,1533,172,0.0528541226215645
"213001T",5520,2009,1361,68,0.0247801758593125
"213002E",5521,2126,1436,95,0.0309667673716012
"213002M",5522,872,569,31,0.0441458733205374
"213003B",5523,2749,1961,158,0.0371191135734072
"213003C",5524,2180,1598,74,0.0319222761970854
"213003M",5525,1494,1060,86,0.0506721820062048
"213003N",5526,1163,844,75,0.0417754569190601
"213004A",5527,1064,542,137,0.110204081632653
"213004B",5528,1855,1294,156,0.0493934142114385
"213004W",5529,977,701,45,0.040625
"21301CR",5530,2010,1426,76,0.0373906125696102
"21301MN",5531,1422,933,38,0.0219653179190751
"21301TC",5532,2794,1808,107,0.0332922318125771
"21303CS",5533,1867,1363,57,0.0267639902676399
"21303NW",5534,675,492,44,0.0511111111111111
"21303WS",5535,1324,884,47,0.0231990231990232
"21304LP",5536,2779,1855,73,0.0147392290249433
"21304MS",5537,1114,752,34,0.0212765957446809
"21304SE",5538,3129,2333,161,0.0377629063097514
"2132GBN",5539,2576,1676,112,0.04044357469015
"2132GBS",5540,2678,1629,137,0.0394021739130435
"2132PSN",5541,2355,1436,136,0.0434782608695652
"2132PSS",5542,2681,1742,80,0.030625
"2134NLP",5543,1579,1173,59,0.0278810408921933
"2150001",5544,873,382,800,0.878048780487805
"2150002",5545,2166,1093,1741,0.737962962962963
"2150003",5546,1226,590,1140,0.939862542955326
"2150004",5547,2772,1726,2435,0.868985507246377
"2150005",5548,1977,1017,1780,0.890010090817356
"2150006",5549,2313,1362,1555,0.657287157287157
"2150007",5550,3271,1869,2319,0.685807150595883
"2150008",5551,1761,1139,1019,0.544502617801047
"2150009",5552,3006,2012,2477,0.817400101163379
"2150010",5553,2481,1294,2170,0.871349644830308
"2150011",5554,1917,1280,1741,0.921445404556167
"2150012",5555,250,163,225,0.874213836477987
"2150013",5556,3912,2556,2832,0.721939773171686
"2150014",5557,1173,717,961,0.809052333804809
"2150015",5558,707,378,577,0.768
"2150016",5559,2508,1512,2311,0.918243243243243
"2150017",5560,1350,944,1278,0.952738990332975
"2150018",5561,364,168,328,0.850299401197605
"2150019",5562,162,122,116,0.653225806451613
"2150020",5563,3319,2152,2891,0.852886405959032
"2150021",5564,443,243,399,0.876543209876543
"2150022",5565,845,371,779,0.89041095890411
"2150023",5566,2000,1080,1596,0.752354048964218
"2150024",5567,113,79,59,0.451219512195122
"2150025",5568,2473,1483,1625,0.632081911262799
"2150026",5569,1034,465,875,0.826666666666667
"2150027",5570,1051,459,945,0.897321428571429
"2150028",5571,2830,1459,2319,0.788951841359773
"2150029",5572,1039,669,650,0.561194029850746
"2150030",5573,4002,2352,3310,0.825993091537133
"2150031",5574,1827,1044,1446,0.77059925093633
"2150032",5575,2163,1356,1871,0.857566765578635
"2150033",5576,1313,885,1119,0.85551763367463
"2150034",5577,875,515,704,0.792156862745098
"2150035",5578,3203,1783,2695,0.818897637795276
"2150036",5579,3326,1802,2975,0.88723526044648
"2150037",5580,981,531,760,0.761252446183953
"2150038",5581,3337,2162,2398,0.709870848708487
"2150039",5582,2132,1070,1916,0.902462121212121
"2150040",5583,2793,1204,2566,0.909475465313029
"2150041",5584,3690,1651,3405,0.919582565991406
"2150042",5585,3272,1813,2847,0.860710321864595
"2150043",5586,1872,978,1641,0.884453781512605
"2150044",5587,2110,895,1910,0.90326209223847
"2150045",5588,1378,935,899,0.616883116883117
"2150046",5589,338,205,287,0.824120603015075
"2150047",5590,1895,832,1714,0.904938271604938
"2150048",5591,3463,1705,3126,0.886792452830189
"2150049",5592,2721,1406,2307,0.826334519572954
"2150050",5593,2346,1522,2152,0.916610625420309
"2150051",5594,1985,1423,1810,0.914368650217707
"2150052",5595,3291,2358,2406,0.724606884827879
"2150053",5596,2869,1612,2631,0.84394506866417
"2150054",5597,1595,1134,1057,0.645021645021645
"2150055",5598,2677,1341,2399,0.911344853493614
"2150056",5599,2734,1429,2474,0.905367231638418
"2150057",5600,976,436,854,0.855450236966825
"2150058",5601,3412,1897,3012,0.86907929749867
"2150059",5602,2296,1277,2091,0.903149606299213
"2150060",5603,3250,1799,2687,0.814917127071823
"2150061",5604,2489,1104,2204,0.875113947128532
"2150062",5605,2500,1756,1400,0.547984099943214
"2150063",5606,721,368,598,0.84251968503937
"2150064",5607,2734,1229,2450,0.900247320692498
"2150065",5608,2297,1440,1690,0.737727910238429
"2150066",5609,1305,674,1105,0.82406015037594
"2150067",5610,2225,1400,1572,0.680928208846991
"2150068",5611,3413,1822,2932,0.84783798576902
"2150069",5612,3920,1834,3434,0.875752599890531
"2150070",5613,1936,899,1797,0.916201117318436
"2150071",5614,205,89,168,0.795454545454545
"2150072",5615,1250,806,970,0.765508684863524
"2150073",5616,2697,1987,1491,0.544633901705115
"2150074",5617,929,616,696,0.748031496062992
"2150075",5618,80,50,59,0.714285714285714
"2150076",5619,26,16,8,0.235294117647059
"2150077",5620,1740,1084,1365,0.773921200750469
"2150078",5621,2060,1198,1864,0.89769820971867
"2150079",5622,1426,748,1254,0.8714859437751
"2150080",5623,940,603,864,0.919795221843003
"2150081",5624,2157,1367,1577,0.764575645756458
